CLIENT_IP,SERVER_IP
192.168.107.20,220.181.174.3
192.168.107.181,42.81.118.63
192.168.107.181,23.223.199.171
192.168.107.48,23.223.198.208
192.168.107.99,23.223.199.171
192.168.107.181,152.195.38.76
192.168.107.20,220.181.174.4
192.168.107.20,104.18.14.101
192.168.107.229,117.89.177.159
192.168.107.20,220.181.174.68
192.168.107.96,175.27.43.197
192.168.107.20,220.181.174.197
192.168.107.20,220.181.174.196
192.168.107.20,220.181.174.130
192.168.107.99,192.168.107.170
192.168.107.20,220.181.174.194
192.168.107.181,23.219.78.215
192.168.107.99,117.89.177.159
192.168.107.91,103.28.8.23
192.168.107.20,106.39.206.70
192.168.107.20,184.51.135.128
192.168.107.20,138.91.171.81
192.168.107.20,36.110.237.155
192.168.107.20,171.8.167.51
192.168.107.20,1.192.136.143
192.168.107.20,36.110.213.160
192.168.107.20,103.28.8.100
192.168.107.200,23.219.78.215
192.168.107.200,123.151.48.208
192.168.107.20,101.199.253.104
192.168.107.20,101.226.211.106
192.168.107.200,124.236.26.168
192.168.107.96,183.47.124.53
192.168.107.20,1.192.194.201
192.168.107.96,222.186.183.61
192.168.107.181,109.244.169.50
192.168.107.91,101.199.253.86
192.168.107.96,119.147.19.225
192.168.107.96,222.186.181.189
192.168.107.48,220.181.107.169
192.168.107.99,223.247.65.237
192.168.107.20,1.192.193.243
192.168.107.99,192.168.107.143
192.168.107.20,1.192.194.194
192.168.107.20,110.249.194.68
192.168.107.229,117.68.25.13
192.168.107.48,42.81.118.34
192.168.107.20,1.192.136.177
192.168.107.124,180.101.242.227
192.168.107.96,183.47.121.104
192.168.107.96,183.47.121.90
192.168.107.96,39.102.35.94
192.168.107.99,23.219.78.208
192.168.107.200,23.219.78.208
192.168.107.20,1.192.194.146
192.168.107.20,101.199.253.62
192.168.107.48,104.18.15.101
192.168.107.20,1.192.194.199
192.168.107.124,101.226.94.124
192.168.107.99,192.168.107.24
192.168.107.20,103.28.8.55
192.168.107.20,101.199.253.14
192.168.107.20,101.199.113.109
192.168.107.20,101.199.113.116
192.168.107.20,180.163.237.246
192.168.107.20,101.198.2.184
192.168.107.20,36.110.236.239
192.168.107.20,180.163.251.24
192.168.107.20,103.28.8.205
192.168.107.20,36.110.233.48
192.168.107.20,103.28.8.50
192.168.107.20,152.195.38.76
192.168.107.20,43.137.214.75
192.168.107.91,42.202.208.240
192.168.107.20,36.110.211.218
192.168.107.99,23.64.179.215
192.168.107.200,110.249.194.67
192.168.107.20,180.163.246.68
192.168.107.20,103.28.8.2
192.168.107.181,123.184.27.134
192.168.107.181,222.186.181.190
192.168.107.20,36.110.231.37
192.168.107.99,23.45.51.147
192.168.107.20,36.110.211.219
192.168.107.20,1.192.194.203
192.168.107.20,101.199.253.18
192.168.107.20,1.192.193.246
192.168.107.20,180.163.249.141
192.168.107.20,101.199.253.8
192.168.107.96,120.53.82.135
192.168.107.20,183.60.8.150
192.168.107.124,180.163.242.64
192.168.107.181,120.53.82.22
192.168.107.20,219.239.227.32
192.168.107.96,223.247.65.222
192.168.107.20,1.192.192.175
192.168.107.181,183.47.124.77
192.168.107.20,101.199.253.37
192.168.107.20,101.199.253.13
192.168.107.181,183.47.118.145
192.168.107.200,110.249.194.78
192.168.107.181,183.60.8.150
192.168.107.20,124.236.26.168
192.168.107.20,101.199.253.75
192.168.107.20,36.103.171.19
192.168.107.20,1.180.21.166
192.168.107.181,183.47.118.249
192.168.107.96,222.186.183.59
192.168.107.20,1.192.194.200
192.168.107.229,180.101.242.212
192.168.107.229,180.101.242.227
192.168.107.20,103.28.8.69
192.168.107.20,1.192.193.245
192.168.107.20,140.207.202.22
192.168.107.20,1.192.137.22
192.168.107.20,101.199.253.7
192.168.107.181,183.47.100.80
192.168.107.20,180.163.237.185
192.168.107.20,101.198.3.25
192.168.107.48,23.223.199.171
192.168.107.99,23.223.198.208
192.168.107.181,183.47.121.104
192.168.107.200,23.223.198.208
192.168.107.124,103.28.8.71
192.168.107.48,211.149.182.128
192.168.107.48,42.236.73.206
192.168.107.48,203.107.86.226
192.168.107.124,106.39.206.70
192.168.107.124,101.91.37.39
192.168.107.96,36.110.220.110
192.168.107.181,222.186.183.61
192.168.107.20,204.68.111.105
192.168.107.20,216.105.38.12
192.168.107.96,36.99.86.199
192.168.107.20,150.65.7.130
192.168.107.91,10.26.22.127
192.168.107.20,117.68.20.154
192.168.107.96,219.144.91.212
192.168.107.96,219.144.91.216
192.168.107.96,123.184.27.125
192.168.107.181,117.68.25.69
192.168.107.91,101.199.253.42
192.168.107.91,36.99.172.44
192.168.107.96,124.236.64.104
192.168.107.20,123.151.48.208
192.168.107.200,183.47.100.80
192.168.107.181,183.47.121.199
192.168.107.91,180.163.247.35
192.168.107.20,183.47.110.221
192.168.107.124,101.227.132.126
192.168.107.96,109.244.169.50
192.168.107.20,103.28.8.22
192.168.107.124,61.151.229.145
192.168.107.181,183.47.110.221
192.168.107.20,103.28.8.208
192.168.107.20,112.65.208.110
192.168.107.96,183.47.124.77
192.168.107.181,119.147.19.225
192.168.107.48,117.68.25.47
192.168.107.96,119.147.19.143
192.168.107.96,150.138.204.206
192.168.107.96,150.138.204.217
192.168.107.96,42.81.86.29
192.168.107.181,183.60.8.218
192.168.107.200,23.219.78.171
192.168.107.91,101.198.2.134
192.168.107.91,36.110.236.68
192.168.107.91,220.181.53.137
192.168.107.91,59.110.53.1
192.168.107.91,106.38.179.48
192.168.107.91,220.181.174.67
192.168.107.91,203.208.50.33
192.168.107.91,220.181.174.194
192.168.107.91,106.8.157.240
192.168.107.20,124.236.26.172
192.168.107.20,1.192.192.177
192.168.107.20,72.14.185.43
192.168.107.20,80.251.208.80
192.168.107.20,101.199.253.5
192.168.107.20,103.28.8.37
192.168.107.200,106.39.206.25
192.168.107.91,103.28.8.19
192.168.107.99,223.247.65.203
192.168.107.20,1.192.136.4
192.168.107.96,106.39.206.21
192.168.107.20,103.28.8.53
192.168.107.96,150.138.43.111
192.168.107.48,117.68.25.106
192.168.107.99,108.139.4.116
192.168.107.99,119.147.19.143
192.168.107.96,150.138.204.209
192.168.107.91,1.192.193.244
192.168.107.20,103.28.8.38
192.168.107.181,123.184.27.136
192.168.107.99,223.247.65.236
192.168.107.99,223.247.65.225
192.168.107.99,223.247.65.220
192.168.107.99,222.186.183.59
192.168.107.91,42.202.208.244
192.168.107.20,1.192.137.14
192.168.107.48,42.187.182.193
192.168.107.20,103.28.8.70
192.168.107.220,106.116.172.1
192.168.107.20,103.28.8.66
192.168.107.20,124.236.26.161
192.168.107.20,1.192.193.242
192.168.107.20,103.28.8.52
192.168.107.20,72.14.178.174
192.168.107.20,1.192.194.144
192.168.107.200,23.223.199.171
192.168.107.181,120.53.82.135
192.168.107.96,183.47.118.145
192.168.107.48,123.184.27.136
192.168.107.20,101.199.253.21
192.168.107.91,42.202.208.249
192.168.107.20,1.192.137.24
192.168.107.96,39.105.29.36
192.168.107.229,60.13.97.132
192.168.107.48,222.186.183.62
192.168.107.229,1.182.48.35
192.168.107.20,103.28.8.83
192.168.107.181,222.186.181.189
192.168.107.181,222.94.109.83
192.168.107.20,222.186.181.190
192.168.107.20,1.192.137.20
192.168.107.200,61.151.231.157
192.168.107.96,223.247.65.205
192.168.107.96,223.247.65.232
192.168.107.124,123.151.48.208
192.168.107.91,103.28.8.38
192.168.107.91,1.192.136.6
192.168.107.181,119.147.19.143
192.168.107.20,119.147.19.225
192.168.107.181,117.68.25.13
192.168.107.181,123.151.48.208
192.168.107.20,106.39.206.25
192.168.107.48,123.184.27.241
192.168.107.124,101.227.132.43
192.168.107.99,119.0.66.118
192.168.107.99,222.186.181.251
192.168.107.48,123.184.27.125
192.168.107.20,1.192.192.181
192.168.107.20,39.108.66.130
192.168.107.91,10.26.22.217
192.168.107.181,111.38.37.44
192.168.107.181,60.18.196.200
192.168.107.181,221.181.168.43
192.168.107.181,120.241.46.215
192.168.107.181,183.232.249.206
192.168.107.96,223.247.65.206
192.168.107.181,43.248.79.96
192.168.107.181,116.162.172.139
192.168.107.181,221.181.168.56
192.168.107.96,223.247.65.221
192.168.107.181,120.241.46.204
192.168.107.20,1.192.136.176
192.168.107.20,36.110.237.156
192.168.107.20,120.46.140.218
192.168.107.124,101.198.2.190
192.168.107.124,36.110.234.17
192.168.107.181,183.47.124.53
192.168.107.124,1.192.193.245
192.168.107.96,140.249.242.254
192.168.107.181,23.220.70.142
192.168.107.48,23.220.70.165
192.168.107.99,23.220.70.142
192.168.107.200,23.220.70.165
192.168.107.124,180.101.242.212
192.168.107.48,222.94.109.83
192.168.107.96,106.39.206.25
192.168.107.91,103.28.8.2
192.168.107.91,101.198.2.223
192.168.107.48,23.33.92.142
192.168.107.229,180.101.241.126
192.168.107.181,183.47.121.90
192.168.107.99,223.247.65.227
192.168.107.99,223.247.65.219
192.168.107.91,122.10.26.180
192.168.107.91,1.192.192.175
192.168.107.181,23.220.70.165
192.168.107.48,23.220.70.142
192.168.107.200,23.220.70.142
192.168.107.91,122.114.89.179
192.168.107.91,122.114.8.184
192.168.107.91,8.134.116.55
192.168.107.91,101.199.253.5
192.168.107.124,10.26.22.140
192.168.107.181,117.89.177.159
192.168.107.229,117.88.120.110
192.168.107.20,109.244.169.50
192.168.107.91,103.28.8.202
192.168.107.181,117.68.20.154
192.168.107.91,1.192.136.176
192.168.107.48,219.144.91.211
192.168.107.124,1.192.136.5
192.168.107.99,192.168.107.142
192.168.107.229,219.144.91.235
192.168.107.229,219.144.91.204
192.168.107.229,219.144.91.206
192.168.107.20,110.249.194.67
192.168.107.220,111.227.116.1
192.168.107.220,49.7.21.51
192.168.107.99,123.184.27.242
192.168.107.91,103.28.8.197
192.168.107.181,183.47.121.237
192.168.107.20,123.151.48.171
192.168.107.229,123.151.48.171
192.168.107.20,103.28.8.99
192.168.107.48,23.55.103.43
192.168.107.181,23.55.103.64
192.168.107.99,23.55.103.43
192.168.107.200,23.55.103.43
192.168.107.91,1.192.194.146
192.168.107.91,220.181.127.239
192.168.107.181,121.229.88.157
192.168.107.96,49.7.116.46
192.168.107.96,49.7.252.132
192.168.107.91,36.110.234.17
192.168.107.91,101.198.2.190
192.168.107.91,120.92.33.171
192.168.107.91,120.46.176.100
192.168.107.91,114.116.229.89
192.168.107.96,123.151.48.208
192.168.107.96,219.144.91.234
192.168.107.96,219.144.91.224
192.168.107.91,36.99.172.50
192.168.107.200,23.67.33.76
192.168.107.48,23.67.33.76
192.168.107.99,23.67.33.86
192.168.107.181,23.67.33.86
192.168.107.99,223.247.65.218
192.168.107.99,223.247.65.232
192.168.107.229,101.227.132.43
192.168.107.91,106.116.171.240
192.168.107.91,103.28.8.210
192.168.107.96,150.138.234.86
192.168.107.124,123.184.28.40
192.168.107.96,223.247.65.236
192.168.107.91,1.192.192.174
192.168.107.48,36.99.86.60
192.168.107.48,117.68.25.83
192.168.107.20,42.81.156.223
192.168.107.91,103.28.8.196
192.168.107.48,23.67.33.86
192.168.107.181,23.67.33.76
192.168.107.91,180.213.251.233
192.168.107.48,124.237.208.36
192.168.107.200,110.249.194.68
192.168.107.20,101.198.2.223
192.168.107.200,34.197.196.106
192.168.107.48,104.110.17.248
192.168.107.48,43.137.221.209
192.168.107.48,180.153.202.85
192.168.107.48,117.88.120.18
192.168.107.48,101.226.141.201
192.168.107.48,109.244.169.81
192.168.107.48,180.109.192.65
192.168.107.48,59.36.89.146
192.168.107.48,101.226.144.76
192.168.107.48,123.184.27.147
192.168.107.48,183.47.115.115
192.168.107.48,184.26.248.133
192.168.107.48,1.198.4.171
192.168.107.48,202.89.233.100
192.168.107.20,183.47.100.80
192.168.107.48,103.41.167.234
192.168.107.48,119.0.66.118
192.168.107.20,101.199.253.39
192.168.107.99,222.186.181.190
192.168.107.48,222.186.181.189
192.168.107.20,101.199.253.23
192.168.107.91,103.28.8.52
192.168.107.181,104.114.76.75
192.168.107.200,104.114.76.51
192.168.107.99,104.114.76.51
192.168.107.48,104.114.76.51
192.168.107.229,219.144.91.220
192.168.107.48,175.27.57.28
192.168.107.20,222.186.181.189
192.168.107.200,111.12.60.80
192.168.107.20,1.192.194.202
192.168.107.48,42.81.15.111
192.168.107.48,43.137.221.74
192.168.107.99,36.99.86.106
192.168.107.91,124.70.75.114
192.168.107.20,1.192.192.178
192.168.107.200,23.63.242.80
192.168.107.181,23.63.242.80
192.168.107.48,61.151.231.157
192.168.107.48,23.63.242.80
192.168.107.99,23.63.242.80
192.168.107.48,123.151.68.56
192.168.107.48,180.109.192.140
192.168.107.48,23.63.243.97
192.168.107.48,123.151.56.48
192.168.107.200,123.151.48.171
192.168.107.181,109.244.169.60
192.168.107.99,52.70.214.86
192.168.107.48,219.144.91.232
192.168.107.48,223.247.65.217
192.168.107.99,23.63.243.81
192.168.107.99,184.26.248.133
192.168.107.48,223.247.65.221
192.168.107.20,222.186.181.248
192.168.107.20,101.199.253.24
192.168.107.20,121.36.101.29
192.168.107.91,101.199.253.21
192.168.107.20,104.18.15.101
192.168.107.96,124.236.64.129
192.168.107.91,58.220.72.135
192.168.107.91,42.81.247.1
192.168.107.91,116.53.37.71
192.168.107.91,116.53.37.65
192.168.107.91,58.220.72.134
192.168.107.91,58.220.72.129
192.168.107.91,116.53.37.73
192.168.107.96,59.63.226.86
192.168.107.91,116.53.37.68
192.168.107.91,116.53.37.72
192.168.107.91,58.220.72.130
192.168.107.91,36.110.237.156
192.168.107.96,223.247.65.229
192.168.107.96,222.186.181.251
192.168.107.96,223.247.65.220
192.168.107.96,223.247.65.217
192.168.107.20,110.43.89.210
192.168.107.181,23.63.243.97
192.168.107.200,23.63.243.97
192.168.107.20,1.192.194.196
192.168.107.99,23.63.243.97
192.168.107.99,192.168.107.40
192.168.107.20,1.192.194.143
192.168.107.99,111.12.60.80
192.168.107.99,23.63.242.91
192.168.107.99,104.123.71.136
192.168.107.48,104.123.71.154
192.168.107.48,204.246.191.113
192.168.107.48,13.107.246.74
192.168.107.91,106.8.157.248
192.168.107.99,104.123.71.154
192.168.107.20,103.28.8.24
192.168.107.48,104.123.71.136
192.168.107.124,117.68.20.154
192.168.107.124,111.227.116.3
192.168.107.96,117.68.25.83
192.168.107.96,140.249.30.138
192.168.107.48,23.63.243.90
192.168.107.181,23.63.243.90
192.168.107.200,23.63.243.90
192.168.107.48,111.12.60.80
192.168.107.48,23.204.146.160
192.168.107.48,23.204.146.163
192.168.107.91,106.8.157.243
192.168.107.99,219.144.91.226
192.168.107.99,219.144.91.223
192.168.107.99,219.144.91.217
192.168.107.96,36.99.200.62
192.168.107.181,106.116.131.136
192.168.107.220,104.110.17.248
192.168.107.220,138.91.171.81
192.168.107.181,23.204.146.163
192.168.107.200,119.0.66.118
192.168.107.48,183.47.121.199
192.168.107.48,119.147.19.225
192.168.107.48,23.60.145.21
192.168.107.99,23.63.243.90
192.168.107.99,203.119.169.38
192.168.107.20,103.28.8.195
192.168.107.96,223.247.65.218
192.168.107.91,103.28.8.205
192.168.107.48,42.81.150.184
192.168.107.20,42.81.15.111
192.168.107.91,42.202.208.248
192.168.107.48,42.81.247.1
192.168.107.48,117.24.10.117
192.168.107.91,103.28.8.18
192.168.107.20,42.81.156.222
192.168.107.96,123.151.48.171
192.168.107.181,23.215.223.23
192.168.107.99,23.215.223.23
192.168.107.48,23.215.223.23
192.168.107.20,180.163.252.220
192.168.107.91,42.81.156.222
192.168.107.48,183.47.118.145
192.168.107.91,180.163.249.141
192.168.107.96,192.168.107.59
192.168.107.124,192.168.107.59
192.168.107.91,121.36.105.91
192.168.107.99,219.144.91.210
192.168.107.99,219.144.91.219
192.168.107.99,219.144.91.214
192.168.107.48,23.33.32.27
192.168.107.181,23.33.32.27
192.168.107.99,23.33.32.40
192.168.107.91,220.181.127.240
192.168.107.91,103.28.8.107
192.168.107.91,1.192.136.175
192.168.107.91,103.28.8.21
192.168.107.48,23.214.95.203
192.168.107.91,103.28.8.55
192.168.107.96,222.186.181.248
192.168.107.91,124.236.30.243
192.168.107.91,101.199.253.8
192.168.107.48,117.68.25.16
192.168.107.20,101.199.253.12
192.168.107.99,183.60.8.218
192.168.107.99,124.236.30.244
192.168.107.96,115.231.33.1
192.168.107.20,101.199.253.43
192.168.107.181,23.33.32.40
192.168.107.48,23.33.32.40
192.168.107.96,152.195.38.76
192.168.107.200,23.33.32.27
192.168.107.91,124.70.62.106
192.168.107.200,23.33.32.40
192.168.107.99,219.144.91.205
192.168.107.48,117.68.20.154
192.168.107.96,123.184.28.40
192.168.107.99,23.33.32.27
192.168.107.96,223.247.65.204
192.168.107.20,119.147.19.143
192.168.107.96,123.184.27.56
192.168.107.91,42.202.208.243
192.168.107.20,103.28.8.34
192.168.107.48,183.47.100.80
192.168.107.20,1.192.195.113
192.168.107.96,219.144.91.226
192.168.107.99,192.168.107.3
192.168.107.96,123.151.48.193
192.168.107.229,23.214.95.203
192.168.107.229,109.244.228.251
192.168.107.96,103.105.60.38
192.168.107.96,222.186.181.190
192.168.107.96,117.88.120.110
192.168.107.229,219.144.91.227
192.168.107.229,219.144.91.233
192.168.107.229,219.144.91.231
192.168.107.96,219.144.91.227
192.168.107.96,219.144.91.231
192.168.107.220,192.168.107.186
192.168.107.220,192.168.107.239
192.168.107.220,192.168.107.59
192.168.107.20,117.68.25.62
192.168.107.220,192.168.107.99
192.168.107.220,192.168.107.64
192.168.107.48,23.0.24.206
192.168.107.91,42.202.208.241
192.168.107.91,23.218.224.154
192.168.107.91,61.147.108.254
192.168.107.91,1.192.193.146
192.168.107.91,119.0.66.118
192.168.107.220,116.53.37.65
192.168.107.220,116.53.37.68
192.168.107.220,115.238.201.80
192.168.107.91,171.8.167.44
192.168.107.91,1.192.194.198
192.168.107.96,175.27.43.203
192.168.107.124,103.28.8.84
192.168.107.20,119.0.66.118
192.168.107.20,101.199.253.61
192.168.107.20,42.81.96.139
192.168.107.181,123.151.48.171
192.168.107.91,42.81.96.138
192.168.107.91,180.213.251.231
192.168.107.220,10.26.23.130
192.168.107.20,109.244.169.60
192.168.107.20,103.28.8.213
192.168.107.20,103.28.8.54
192.168.107.20,118.25.86.202
192.168.107.200,104.123.71.136
192.168.107.200,42.81.96.138
192.168.107.200,219.144.91.202
192.168.107.200,219.144.91.227
192.168.107.200,219.144.91.204
192.168.107.48,103.74.50.133
192.168.107.48,220.181.33.17
192.168.107.96,42.81.215.115
192.168.107.20,36.25.253.109
192.168.107.20,183.134.45.131
192.168.107.20,182.40.24.58
192.168.107.20,114.215.201.167
192.168.107.220,104.71.183.96
192.168.107.20,60.188.118.242
192.168.107.96,117.68.25.69
192.168.107.181,104.123.71.154
192.168.107.200,104.123.71.154
192.168.107.91,103.28.8.206
192.168.107.20,117.89.177.154
192.168.107.48,23.209.116.35
192.168.107.200,23.209.116.11
192.168.107.99,23.209.116.11
192.168.107.20,117.89.177.159
192.168.107.20,183.47.121.90
192.168.107.96,42.202.208.243
192.168.107.96,42.202.208.241
192.168.107.96,124.236.72.30
192.168.107.96,42.202.208.244
192.168.107.96,42.99.20.225
192.168.107.96,124.236.72.35
192.168.107.96,42.99.16.170
192.168.107.96,119.0.66.118
192.168.107.220,49.7.115.41
192.168.107.48,180.213.251.235
192.168.107.48,180.213.251.232
192.168.107.96,42.202.208.248
192.168.107.91,180.213.251.236
192.168.107.124,116.162.172.141
192.168.107.20,182.40.24.126
192.168.107.124,101.199.253.22
192.168.107.96,36.111.198.107
192.168.107.181,104.123.71.136
192.168.107.91,203.208.43.97
192.168.107.91,220.181.174.2
192.168.107.20,103.28.8.23
192.168.107.20,124.236.26.167
192.168.107.91,42.202.208.242
192.168.107.91,101.198.3.25
192.168.107.91,103.28.8.98
192.168.107.91,101.199.253.2
192.168.107.91,1.192.194.145
192.168.107.124,103.28.8.37
192.168.107.96,183.232.249.206
192.168.107.96,111.38.37.44
192.168.107.96,221.181.168.56
192.168.107.96,60.18.196.200
192.168.107.96,221.181.168.43
192.168.107.96,43.248.79.96
192.168.107.96,120.241.46.204
192.168.107.48,23.58.85.85
192.168.107.99,23.58.85.85
192.168.107.181,23.58.85.69
192.168.107.200,23.58.85.69
192.168.107.96,49.7.116.47
192.168.107.200,23.58.85.85
192.168.107.91,124.236.30.242
192.168.107.99,192.168.107.63
192.168.107.20,123.184.27.199
192.168.107.91,159.100.250.151
192.168.107.91,103.28.8.85
192.168.107.20,121.36.2.168
192.168.107.99,219.144.91.213
192.168.107.99,219.144.91.224
192.168.107.99,123.184.28.43
192.168.107.20,47.75.119.74
192.168.107.48,117.89.177.159
192.168.107.20,183.47.118.145
192.168.107.20,203.208.43.97
192.168.107.20,220.181.174.2
192.168.107.181,23.58.85.85
192.168.107.48,23.58.85.69
192.168.107.96,123.184.27.241
192.168.107.91,124.236.30.248
192.168.107.99,222.186.181.252
192.168.107.48,222.186.183.59
192.168.107.91,103.28.8.104
192.168.107.124,103.28.8.67
192.168.107.91,103.28.8.198
192.168.107.91,120.46.140.218
192.168.107.99,23.58.85.69
192.168.107.20,103.28.8.7
192.168.107.20,42.81.247.1
192.168.107.20,150.138.218.213
192.168.107.20,36.110.220.110
192.168.107.200,183.47.124.77
192.168.107.48,180.102.49.55
192.168.107.200,124.236.26.161
192.168.107.124,36.110.237.31
192.168.107.124,117.68.25.13
192.168.107.20,183.47.121.199
192.168.107.91,124.95.191.60
192.168.107.91,103.28.8.194
192.168.107.124,1.192.137.29
192.168.107.124,192.168.107.64
192.168.107.96,192.168.107.64
192.168.107.124,103.28.8.24
192.168.107.124,101.199.253.115
192.168.107.96,114.230.213.89
192.168.107.181,223.247.65.230
192.168.107.181,223.247.65.222
192.168.107.20,123.184.27.241
192.168.107.99,23.59.252.193
192.168.107.181,23.59.252.193
192.168.107.48,23.59.252.193
192.168.107.200,23.59.252.193
192.168.107.91,103.28.8.4
192.168.107.99,223.247.65.229
192.168.107.124,36.110.240.73
192.168.107.220,119.0.66.118
192.168.107.91,121.36.101.29
192.168.107.91,124.239.162.177
192.168.107.20,222.186.183.60
192.168.107.91,103.28.8.70
192.168.107.96,123.184.27.199
192.168.107.99,23.62.46.80
192.168.107.200,23.62.46.80
192.168.107.48,23.62.46.71
192.168.107.181,23.62.46.80
192.168.107.20,222.186.181.251
192.168.107.99,117.68.20.154
192.168.107.91,180.76.198.77
192.168.107.20,123.184.27.125
192.168.107.91,103.28.8.37
192.168.107.181,180.102.58.221
192.168.107.91,103.28.8.51
192.168.107.200,36.110.220.110
192.168.107.91,1.192.137.4
192.168.107.220,1.198.4.171
192.168.107.91,101.199.253.87
192.168.107.96,114.230.213.87
192.168.107.91,1.192.136.145
192.168.107.20,123.184.28.40
192.168.107.181,116.162.172.141
192.168.107.220,10.26.23.157
192.168.107.48,184.30.148.68
192.168.107.200,184.30.148.70
192.168.107.181,184.30.148.68
192.168.107.99,184.30.148.68
192.168.107.91,103.28.8.6
192.168.107.91,220.181.127.235
192.168.107.200,23.204.146.160
192.168.107.200,23.204.146.163
192.168.107.20,103.28.8.6
192.168.107.124,103.28.8.4
192.168.107.181,106.39.206.70
192.168.107.99,104.123.71.73
192.168.107.200,104.123.71.73
192.168.107.181,104.123.71.74
192.168.107.48,104.123.71.73
192.168.107.124,123.151.48.193
192.168.107.20,123.184.27.242
192.168.107.96,223.247.65.226
192.168.107.48,23.220.73.210
192.168.107.181,23.220.73.210
192.168.107.200,23.220.73.196
192.168.107.20,103.28.8.210
192.168.107.124,1.192.137.12
192.168.107.229,23.204.146.160
192.168.107.20,106.116.172.98
192.168.107.20,121.36.50.4
192.168.107.96,222.186.183.57
192.168.107.229,10.28.12.57
192.168.107.96,219.144.91.235
192.168.107.91,1.192.136.141
192.168.107.20,180.153.202.85
192.168.107.229,123.125.244.59
192.168.107.91,106.8.157.244
192.168.107.181,180.153.202.85
192.168.107.20,23.33.32.34
192.168.107.48,23.33.32.34
192.168.107.99,23.33.32.34
192.168.107.48,23.213.230.7
192.168.107.91,101.199.253.25
192.168.107.96,124.237.208.37
192.168.107.96,124.239.243.38
192.168.107.96,124.237.208.36
192.168.107.48,23.213.230.16
192.168.107.181,222.94.109.164
192.168.107.181,117.68.25.83
192.168.107.91,101.199.253.12
192.168.107.91,101.199.253.41
192.168.107.96,42.81.22.240
192.168.107.96,180.76.76.200
192.168.107.96,113.24.226.72
192.168.107.96,124.239.243.46
192.168.107.96,42.81.93.35
192.168.107.96,36.110.192.178
192.168.107.20,103.28.8.206
192.168.107.96,114.233.33.43
192.168.107.96,114.233.194.182
192.168.107.96,222.190.197.17
192.168.107.96,114.233.159.160
192.168.107.96,49.85.37.43
192.168.107.96,114.233.123.89
192.168.107.229,109.244.210.162
192.168.107.229,109.244.209.70
192.168.107.96,124.239.243.48
192.168.107.99,223.247.65.206
192.168.107.91,103.28.8.69
192.168.107.20,103.28.8.68
192.168.107.20,23.199.34.9
192.168.107.96,140.249.29.45
192.168.107.48,150.138.43.7
192.168.107.96,49.87.90.144
192.168.107.96,124.237.99.7
192.168.107.96,144.123.10.185
192.168.107.96,117.94.245.6
192.168.107.96,114.231.195.106
192.168.107.96,106.35.151.89
192.168.107.96,117.87.144.15
192.168.107.96,180.126.195.11
192.168.107.96,114.237.229.83
192.168.107.96,49.71.143.77
192.168.107.96,58.42.20.33
192.168.107.91,42.81.22.245
192.168.107.91,1.192.194.195
192.168.107.48,23.10.206.162
192.168.107.200,23.199.47.136
192.168.107.20,23.199.47.141
192.168.107.99,23.199.47.135
192.168.107.48,23.199.47.136
192.168.107.181,23.199.47.135
192.168.107.20,1.192.136.145
192.168.107.96,220.181.107.240
192.168.107.96,1.198.4.171
192.168.107.91,103.28.8.100
192.168.107.220,1.180.214.245
192.168.107.20,180.102.49.55
192.168.107.91,1.192.194.203
192.168.107.91,103.28.8.86
192.168.107.229,106.75.95.229
192.168.107.229,124.239.13.231
192.168.107.229,124.239.13.233
192.168.107.229,203.107.45.72
192.168.107.229,47.105.42.152
192.168.107.229,124.239.13.226
192.168.107.229,124.239.13.228
192.168.107.181,106.39.206.25
192.168.107.181,219.144.91.233
192.168.107.181,219.144.91.211
192.168.107.181,219.144.91.205
192.168.107.96,117.68.52.46
192.168.107.96,111.225.213.35
192.168.107.20,103.28.8.201
192.168.107.48,23.72.90.20
192.168.107.20,23.72.90.20
192.168.107.200,23.72.90.20
192.168.107.181,23.72.90.24
192.168.107.99,23.72.90.24
192.168.107.91,1.192.192.178
192.168.107.91,103.28.8.68
192.168.107.91,1.192.136.173
192.168.107.20,101.199.253.19
192.168.107.20,118.182.252.7
192.168.107.99,3.5.20.136
192.168.107.20,150.138.43.10
192.168.107.20,42.81.118.33
192.168.107.20,58.220.72.129
192.168.107.20,61.151.231.157
192.168.107.181,23.218.224.135
192.168.107.48,119.29.29.98
192.168.107.181,23.218.224.134
192.168.107.20,23.218.224.134
192.168.107.48,23.218.224.134
192.168.107.200,23.218.224.139
192.168.107.99,23.218.224.134
192.168.107.99,180.102.49.55
192.168.107.99,203.119.175.213
192.168.107.96,27.185.227.120
192.168.107.99,117.68.25.16
192.168.107.99,219.144.91.227
192.168.107.99,219.144.91.231
192.168.107.99,23.217.118.204
192.168.107.91,42.202.208.250
192.168.107.48,23.218.224.138
192.168.107.20,23.218.224.148
192.168.107.181,23.218.224.147
192.168.107.200,23.218.224.148
192.168.107.99,23.218.224.139
192.168.107.96,223.247.65.225
192.168.107.20,36.110.231.54
192.168.107.99,222.186.183.58
192.168.107.91,1.192.193.242
192.168.107.91,101.199.253.22
192.168.107.20,23.63.243.97
192.168.107.48,23.63.243.89
192.168.107.200,23.63.243.89
192.168.107.99,23.63.243.89
192.168.107.91,36.99.172.154
192.168.107.96,222.186.183.58
192.168.107.96,150.138.173.132
192.168.107.96,223.247.65.235
192.168.107.91,182.40.32.244
192.168.107.48,1.180.214.245
